timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-06-29T22:18:27,great-tables,10149630-0bbc-4b27-8b9d-f10bcfb37903,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,3.2085802360088564,0.0,0.0,,,10.0,,,1.9317111113600227e-07,,,Brazil,BRA,ceará,,,macOS-13.7.8-x86_64-i386-64bit-Mach-O,3.14.6,3.2.8,4,Intel(R) Core(TM) i5-7360U CPU @ 2.30GHz,1,Intel(R) Core(TM) i5-7360U CPU @ 2.30GHz,-39.0159,-4.9702,8.0,machine,0,0,0,0,N,1.0,0.0
