timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-06-18T14:40:03,great-tables,1264427f-a855-4434-a234-c9d4bcc8b29b,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,3.098631905973889,0.0,0.0,,,10.0,,,2.050634305406776e-07,,,Brazil,BRA,ceará,,,macOS-13.7.8-x86_64-i386-64bit-Mach-O,3.14.6,3.2.8,4,Intel(R) Core(TM) i5-7360U CPU @ 2.30GHz,1,Intel(R) Core(TM) i5-7360U CPU @ 2.30GHz,-39.0153,-4.9714,8.0,machine,0,0,0,0,N,1.0,0.0
2026-06-24T14:11:53,great-tables,8e8af185-1ce1-4618-8584-541ecfd32217,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,1.5549089159976575,3.8881538242887453e-07,2.5005669362915937e-07,3.5237374865000004,0.0,10.0,1.030899128315413e-06,0.0,2.922565938883458e-06,3.9534650671988706e-06,0.0,Brazil,BRA,ceará,,,Linux-5.15.0-181-generic-x86_64-with-glibc2.35,3.10.12,3.2.8,4,Intel(R) Core(TM) i3-2310M CPU @ 2.10GHz,0,,-39.0159,-4.9702,3.730213165283203,machine,0,0,0,0,N,1.0,0.0
